@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs_nn-1 numeric
@attribute inputs_nn-2 numeric
@attribute inputs_nn-3 numeric
@attribute inputs_nn-4 numeric
@attribute inputs_nn-5 numeric
@attribute inputs_nn-6 numeric
@attribute inputs_nn-7 numeric
@attribute inputs_nn-8 numeric
@attribute inputs_nn-9 numeric
@attribute inputs_nn-10 numeric
@attribute inputs_nn-11 numeric
@attribute inputs_nn-12 numeric
@attribute inputs_nn-13 numeric
@attribute inputs_nn-14 numeric
@attribute inputs_nn-15 numeric
@attribute inputs_nn-16 numeric
@attribute outputs_nn-1 numeric
@attribute outputs_nn-2 numeric
@attribute outputs_nn-3 numeric
@attribute outputs_nn-4 numeric
@attribute outputs_nn-5 numeric
@attribute outputs_nn-6 numeric
@attribute outputs_nn-7 numeric
@attribute outputs_nn-8 numeric
@attribute outputs_nn-9 numeric
@attribute outputs_nn-10 numeric

@data
10606,'2018/09/27 11:57:02:876',13,-0.246442,0.541373,0.312679,0.183952,0.21342,0.333119,0.231256,0.257072,0.310767,0.236057,0.20294,0.224528,0.000889,0.017724,0.017525,0.8,0,0,0,1,0,0,0,0,0,0
10607,'2018/09/27 11:57:02:922',13,-0.157215,0.631959,0.365777,0.267457,0.314597,0.2776,0.261448,0.274862,0.332675,0.320904,0.225335,0.226982,0.000839,0.006294,0.017559,0.833333,0,0,0,1,0,0,0,0,0,0
10608,'2018/09/27 11:57:02:981',13,0.003434,0.48384,0.381697,0.266198,0.337995,0.329256,0.338307,0.255133,0.302251,0.243949,0.271279,0.308911,0.000158,0.002269,0.017511,0.833333,0,0,0,1,0,0,0,0,0,0
10609,'2018/09/27 11:57:03:028',13,0.048794,0.630178,0.242755,0.256931,0.371306,0.362971,0.205626,0.287471,0.253206,0.226844,0.253908,0.287949,0.000061,0.005478,0.017459,0.8,0,0,0,1,0,0,0,0,0,0
10610,'2018/09/27 11:57:03:073',13,0.119254,0.486238,0.28859,0.293249,0.378385,0.407325,0.297968,0.297056,0.288919,0.230699,0.188882,0.220268,0.000206,0.002765,0.017486,0.833333,0,0,0,1,0,0,0,0,0,0
10611,'2018/09/27 11:57:03:131',13,0.010198,0.645591,0.238846,0.238933,0.312467,0.420645,0.232773,0.167266,0.30872,0.222978,0.303757,0.218235,0.000485,0.012943,0.017554,0.833333,0,0,0,1,0,0,0,0,0,0
10612,'2018/09/27 11:57:03:178',13,-0.013059,0.567355,0.27064,0.212193,0.2409,0.343743,0.187115,0.199316,0.316678,0.265964,0.270245,0.290974,0.001661,0.007585,0.017669,0.8,0,0,0,1,0,0,0,0,0,0
10613,'2018/09/27 11:57:03:226',13,-0.045858,0.461307,0.312631,0.234002,0.295295,0.333623,0.243257,0.201984,0.291142,0.239568,0.199704,0.269686,0.000491,0.02897,0.01772,0.833333,0,0,0,1,0,0,0,0,0,0
10614,'2018/09/27 11:57:03:282',13,-0.078687,0.528344,0.361958,0.206208,0.293421,0.303937,0.194192,0.179782,0.312711,0.251856,0.243414,0.245656,0.0003,0.007722,0.017748,0.8,0,0,0,1,0,0,0,0,0,0
10615,'2018/09/27 11:57:03:329',13,-0.07696,0.595474,0.231419,0.262702,0.369154,0.326696,0.262776,0.223001,0.222344,0.243292,0.265791,0.25044,0.0003,0.007147,0.017796,0.833333,0,0,0,1,0,0,0,0,0,0
10616,'2018/09/27 11:57:03:376',13,0.089059,0.499624,0.198204,0.281483,0.311878,0.333681,0.289624,0.295635,0.25065,0.236826,0.293917,0.258064,0.000102,0.004533,0.017764,0.833333,0,0,0,1,0,0,0,0,0,0
10617,'2018/09/27 11:57:03:433',13,0.012427,0.376303,0.241861,0.18296,0.318672,0.349197,0.247465,0.25225,0.298817,0.304592,0.249762,0.265294,0.00058,0.007227,0.017834,0.8,0,0,0,1,0,0,0,0,0,0
10618,'2018/09/27 11:57:03:480',13,0.045863,0.588534,0.290882,0.205714,0.256855,0.410839,0.264174,0.22183,0.275511,0.318002,0.264791,0.264568,0.000094,0.002209,0.017785,0.8,0,0,0,1,0,0,0,0,0,0
10619,'2018/09/27 11:57:03:526',13,0.114609,0.429325,0.34113,0.192945,0.301036,0.375833,0.253863,0.226066,0.301513,0.288964,0.282524,0.349702,0.000031,0.00316,0.017753,0.766667,0,0,0,1,0,0,0,0,0,0
10620,'2018/09/27 11:57:03:572',13,0.032169,0.574645,0.298252,0.186839,0.340693,0.408543,0.235372,0.27097,0.251665,0.24348,0.2463,0.163457,0.000019,0.000746,0.01764,0.8,0,0,0,1,0,0,0,0,0,0
10621,'2018/09/27 11:57:03:631',13,-0.174872,0.452577,0.204388,0.199901,0.298532,0.28803,0.255584,0.276524,0.308979,0.334794,0.273481,0.3161,0.000021,0.00259,0.01754,0.766667,0,0,0,1,0,0,0,0,0,0
10622,'2018/09/27 11:57:03:677',13,-0.081821,0.414292,0.257684,0.286658,0.319848,0.33795,0.317366,0.232686,0.315939,0.354355,0.295407,0.249211,0.000041,0.019976,0.017446,0.766667,0,0,0,1,0,0,0,0,0,0
10623,'2018/09/27 11:57:03:723',13,-0.100942,0.694352,0.291307,0.183302,0.416492,0.417814,0.2476,0.273135,0.349553,0.341204,0.282167,0.230318,0.000557,0.014577,0.017292,0.766667,0,0,0,1,0,0,0,0,0,0
10624,'2018/09/27 11:57:03:782',13,-0.129008,0.58583,0.361132,0.215037,0.329855,0.368078,0.18958,0.237885,0.379482,0.269662,0.165671,0.245634,0.00029,0.008122,0.017162,0.766667,0,0,0,1,0,0,0,0,0,0
10625,'2018/09/27 11:57:03:828',13,-0.057853,0.567609,0.387391,0.28718,0.238672,0.365926,0.367942,0.149009,0.208589,0.292866,0.236793,0.227152,0.00019,0.008267,0.017079,0.766667,0,0,0,1,0,0,0,0,0,0
10626,'2018/09/27 11:57:03:875',13,-0.116102,0.37658,0.236767,0.244805,0.441665,0.303527,0.20349,0.290206,0.217194,0.117304,0.189425,0.259508,0.002083,0.017718,0.017131,0.733333,0,0,0,1,0,0,0,0,0,0
10627,'2018/09/27 11:57:03:933',13,0.001659,0.592037,0.300799,0.341374,0.25178,0.382982,0.326276,0.289246,0.364475,0.200344,0.185897,0.247622,0.000653,0.009506,0.017056,0.733333,0,0,0,1,0,0,0,0,0,0
10628,'2018/09/27 11:57:03:979',13,-0.12077,0.618679,0.227389,0.202436,0.337753,0.31136,0.174422,0.255102,0.299362,0.254377,0.236994,0.258089,0.001565,0.014871,0.017137,0.733333,0,0,0,1,0,0,0,0,0,0
10629,'2018/09/27 11:57:04:026',13,0.021236,0.478899,0.260094,0.29913,0.347372,0.374267,0.265195,0.266558,0.288394,0.271802,0.232969,0.236246,0.000479,0.003335,0.017089,0.766667,0,0,0,1,0,0,0,0,0,0
10630,'2018/09/27 11:57:04:083',13,-0.106301,0.630429,0.238312,0.200256,0.419913,0.374794,0.16873,0.2771,0.287853,0.288968,0.236259,0.211949,0.002175,0.014025,0.017194,0.766667,0,0,0,1,0,0,0,0,0,0
10631,'2018/09/27 11:57:04:130',13,-0.070656,0.543317,0.248927,0.303129,0.417318,0.368262,0.232251,0.256259,0.267123,0.279326,0.191866,0.210777,0.000894,0.01103,0.017244,0.8,0,0,0,1,0,0,0,0,0,0
10632,'2018/09/27 11:57:04:177',13,-0.029733,0.535386,0.368983,0.31446,0.332646,0.387598,0.305962,0.336909,0.279264,0.203865,0.203833,0.262975,0.000627,0.036575,0.017339,0.8,0,0,0,1,0,0,0,0,0,0
10633,'2018/09/27 11:57:04:223',13,0.009257,0.556949,0.389371,0.295218,0.373614,0.423486,0.162273,0.172406,0.235841,0.240878,0.210507,0.243728,0.000456,0.007457,0.017307,0.8,0,0,0,1,0,0,0,0,0,0
10634,'2018/09/27 11:57:04:281',13,-0.002814,0.535704,0.23861,0.237799,0.340685,0.382979,0.231374,0.277214,0.3031,0.281999,0.242508,0.310032,0.001227,0.008544,0.017428,0.8,0,0,0,1,0,0,0,0,0,0
10635,'2018/09/27 11:57:04:327',13,0.01913,0.494275,0.24455,0.275367,0.32784,0.431285,0.254225,0.317727,0.24076,0.281113,0.25561,0.212318,0.000466,0.007487,0.017452,0.8,0,0,0,1,0,0,0,0,0,0
10636,'2018/09/27 11:57:04:374',13,0.058279,0.600049,0.231865,0.222396,0.294272,0.352626,0.243472,0.255664,0.304891,0.286939,0.242156,0.271103,0.000376,0.009467,0.017518,0.833333,0,0,0,1,0,0,0,0,0,0
10637,'2018/09/27 11:57:04:432',13,-0.254584,0.512626,0.329557,0.223627,0.33086,0.381816,0.290059,0.171475,0.220447,0.182837,0.209074,0.154153,0.00073,0.024146,0.017575,0.833333,0,0,0,1,0,0,0,0,0,0
10638,'2018/09/27 11:57:04:478',13,-0.100708,0.488447,0.297777,0.210303,0.315429,0.327569,0.203652,0.221872,0.263166,0.271152,0.242996,0.243446,0.000733,0.015117,0.017597,0.8,0,0,0,1,0,0,0,0,0,0
10639,'2018/09/27 11:57:04:524',13,0.012553,0.437325,0.199268,0.230313,0.297359,0.294006,0.187637,0.1739,0.242898,0.206027,0.128334,0.214494,0.000538,0.028149,0.017495,0.833333,0,0,0,1,0,0,0,0,0,0
10640,'2018/09/27 11:57:04:582',13,-0.121362,0.591463,0.246717,0.184489,0.303082,0.338095,0.29872,0.231241,0.240277,0.290893,0.211957,0.231167,0.000535,0.008954,0.017417,0.833333,0,0,0,1,0,0,0,0,0,0
10641,'2018/09/27 11:57:04:629',13,-0.136467,0.433737,0.228534,0.190181,0.348692,0.406725,0.256234,0.306092,0.350911,0.248996,0.218841,0.193537,0.000689,0.011633,0.017412,0.833333,0,0,0,1,0,0,0,0,0,0
10642,'2018/09/27 11:57:04:676',13,-0.032265,0.342483,0.15921,0.184581,0.25333,0.391445,0.144971,0.215917,0.208284,0.214208,0.16413,0.22184,0.000478,0.017676,0.017441,0.833333,0,0,0,1,0,0,0,0,0,0
10643,'2018/09/27 11:57:04:733',13,-0.218087,0.596059,0.261616,0.21683,0.304658,0.417345,0.29379,0.21542,0.269684,0.297582,0.23838,0.222126,0.000704,0.017607,0.017495,0.8,0,0,0,1,0,0,0,0,0,0
10644,'2018/09/27 11:57:04:780',13,-0.191548,0.494171,0.26067,0.214537,0.281798,0.40775,0.25818,0.24341,0.245365,0.200836,0.178784,0.274861,0.000808,0.015524,0.017581,0.833333,0,0,0,1,0,0,0,0,0,0
10645,'2018/09/27 11:57:04:827',13,-0.151989,0.482538,0.210634,0.249624,0.26307,0.25616,0.182353,0.25023,0.151333,0.187716,0.191966,0.182654,0.000254,0.014154,0.017561,0.833333,0,0,0,1,0,0,0,0,0,0
10646,'2018/09/27 11:57:04:873',13,-0.103281,0.488272,0.207854,0.230223,0.234872,0.36797,0.263196,0.293773,0.296286,0.313765,0.278962,0.241418,0.000245,0.011411,0.017484,0.866667,0,0,0,1,0,0,0,0,0,0
10647,'2018/09/27 11:57:04:931',13,-0.144108,0.585192,0.200337,0.199564,0.224914,0.307616,0.172641,0.211996,0.197088,0.227809,0.246435,0.253208,0.001006,0.0141,0.017596,0.866667,0,0,0,1,0,0,0,0,0,0
10648,'2018/09/27 11:57:04:978',13,-0.065838,0.653067,0.337664,0.28912,0.269324,0.39173,0.214487,0.273795,0.323006,0.283313,0.297562,0.270224,0.000339,0.008211,0.01749,0.833333,0,0,0,1,0,0,0,0,0,0
10649,'2018/09/27 11:57:05:024',13,-0.080829,0.837868,0.284597,0.258,0.35956,0.457334,0.321612,0.250694,0.334462,0.329856,0.191405,0.228781,0.000704,0.006689,0.017481,0.866667,0,0,0,1,0,0,0,0,0,0
10650,'2018/09/27 11:57:05:082',13,-0.050526,0.832181,0.344589,0.305604,0.315489,0.409947,0.292887,0.299391,0.259287,0.287033,0.228985,0.247893,0.000131,0.002017,0.017398,0.833333,0,0,0,1,0,0,0,0,0,0
10651,'2018/09/27 11:57:05:128',13,-0.038066,0.795132,0.389488,0.336703,0.34251,0.426262,0.281023,0.280618,0.293343,0.325856,0.257968,0.305136,0.000046,0.003634,0.017354,0.833333,0,0,0,1,0,0,0,0,0,0
10652,'2018/09/27 11:57:05:175',13,-0.239021,0.784964,0.289596,0.273911,0.281931,0.450163,0.256966,0.29311,0.294357,0.332543,0.285024,0.289334,0.000077,0.004552,0.017301,0.833333,0,0,0,1,0,0,0,0,0,0
10653,'2018/09/27 11:57:05:233',13,-0.200865,0.704428,0.3291,0.338066,0.338275,0.446766,0.312914,0.292449,0.30401,0.35451,0.277711,0.308483,0.000117,0.004368,0.017287,0.833333,0,0,0,1,0,0,0,0,0,0
10654,'2018/09/27 11:57:05:280',13,-0.230283,0.794705,0.3049,0.317597,0.266737,0.464138,0.256617,0.242194,0.379999,0.301438,0.241829,0.270822,0.000098,0.004912,0.017252,0.833333,0,0,0,1,0,0,0,0,0,0
10655,'2018/09/27 11:57:05:326',13,-0.173988,0.840667,0.388249,0.275128,0.288429,0.391895,0.278646,0.337132,0.320633,0.264447,0.275052,0.249302,0.000099,0.004071,0.017226,0.833333,0,0,0,1,0,0,0,0,0,0
10656,'2018/09/27 11:57:05:384',13,-0.073107,0.81364,0.305272,0.238315,0.33347,0.39834,0.203467,0.351007,0.296091,0.273916,0.291549,0.23117,0.00036,0.004304,0.017224,0.833333,0,0,0,1,0,0,0,0,0,0
10657,'2018/09/27 11:57:05:430',13,-0.015687,0.475019,0.003117,0.191911,0.133433,0.151869,0.104375,0.179303,0.134921,0.150118,0.232055,0.242107,0.025336,0.139152,0.018405,0.866667,0,0,0,1,0,0,0,0,0,0
10658,'2018/09/27 11:57:05:477',13,0.078345,0.449493,0.006951,0.102233,0.160756,0.23069,0.108872,0.31538,0.202,0.194039,0.215847,0.259215,0.016901,0.056208,0.019286,0.866667,0,0,0,1,0,0,0,0,0,0
10659,'2018/09/27 11:57:05:523',13,-0.018049,0.34877,0.055093,0.193236,0.166642,0.226192,0.172273,0.199954,0.224111,0.266369,0.200256,0.179217,0.007828,0.0497,0.019879,0.866667,0,0,0,1,0,0,0,0,0,0
10660,'2018/09/27 11:57:05:581',13,-0.053417,0.360779,0.035838,0.221418,0.165657,0.246094,0.182125,0.153383,0.183191,0.176192,0.163595,0.233113,0.00424,0.032561,0.020282,0.866667,0,0,0,1,0,0,0,0,0,0
10661,'2018/09/27 11:57:05:628',13,0.076476,0.458435,0.053905,0.255971,0.229317,0.254094,0.131554,0.246721,0.243663,0.30366,0.235688,0.250807,0.00558,0.035681,0.020802,0.9,0,0,0,1,0,0,0,0,0,0
10662,'2018/09/27 11:57:05:674',13,0.103577,0.370283,0.098984,0.240526,0.25119,0.277914,0.179951,0.186571,0.216363,0.153484,0.129031,0.223936,0.003731,0.02938,0.021247,0.866667,0,0,0,1,0,0,0,0,0,0
10663,'2018/09/27 11:57:05:732',13,0.087777,0.426594,0.103102,0.342539,0.236592,0.359444,0.188412,0.280241,0.274516,0.235903,0.23903,0.250473,0.002328,0.022737,0.02156,0.833333,0,0,0,1,0,0,0,0,0,0
10664,'2018/09/27 11:57:05:778',13,0.081567,0.374333,0.053104,0.165649,0.147718,0.225573,0.148798,0.164112,0.308349,0.203834,0.211275,0.270971,0.001509,0.022561,0.021836,0.833333,0,0,0,1,0,0,0,0,0,0
10665,'2018/09/27 11:57:05:826',13,0.044979,0.38054,0.061018,0.296096,0.195637,0.267812,0.292598,0.243512,0.247057,0.234603,0.197553,0.279545,0.002241,0.033627,0.021976,0.833333,0,0,0,1,0,0,0,0,0,0
10666,'2018/09/27 11:57:05:883',13,0.156493,0.504002,0.031848,0.287597,0.183141,0.252344,0.204731,0.299717,0.230269,0.197956,0.238793,0.187152,0.002799,0.021931,0.022134,0.866667,0,0,0,1,0,0,0,0,0,0
10667,'2018/09/27 11:57:05:929',13,0.004889,0.370791,0.123045,0.248116,0.133875,0.214504,0.128807,0.223841,0.251294,0.223604,0.216578,0.187879,0.002467,0.034229,0.022315,0.833333,0,0,0,1,0,0,0,0,0,0
10668,'2018/09/27 11:57:05:977',13,0.111079,0.361419,0.04029,0.227935,0.237966,0.26835,0.169265,0.181291,0.125275,0.150313,0.104738,0.148986,0.001151,0.016481,0.022041,0.866667,0,0,0,1,0,0,0,0,0,0
10669,'2018/09/27 11:57:06:022',13,0.042716,0.43226,0.075291,0.317315,0.220962,0.316183,0.193708,0.164491,0.175507,0.166039,0.140223,0.207334,0.000581,0.008526,0.021827,0.833333,0,0,0,1,0,0,0,0,0,0
10670,'2018/09/27 11:57:06:080',13,-0.031154,0.39371,0.062239,0.214802,0.171947,0.182388,0.129607,0.127288,0.090942,0.136484,0.19049,0.23606,0.001462,0.016921,0.021973,0.833333,0,0,0,1,0,0,0,0,0,0
10671,'2018/09/27 11:57:06:127',13,0.044548,0.448984,0.085741,0.267633,0.255856,0.305723,0.204015,0.259519,0.177143,0.158055,0.2007,0.117862,0.000753,0.012646,0.02206,0.833333,0,0,0,1,0,0,0,0,0,0
10672,'2018/09/27 11:57:06:173',13,-0.036878,0.48249,0.051483,0.257134,0.155585,0.255387,0.176877,0.238539,0.186913,0.265469,0.222141,0.24225,0.000659,0.020099,0.022138,0.8,0,0,0,1,0,0,0,0,0,0
10673,'2018/09/27 11:57:06:231',13,-0.037994,0.407766,0.089368,0.215215,0.153372,0.156408,0.161149,0.201871,0.179024,0.208267,0.218757,0.208979,0.000417,0.011454,0.022046,0.8,0,0,0,1,0,0,0,0,0,0
10674,'2018/09/27 11:57:06:277',13,0.038076,0.614854,-0.024823,0.145871,0.275344,0.299554,0.072511,0.224766,0.218468,0.130552,0.248029,0.322874,0.000389,0.006996,0.021927,0.8,0,0,0,1,0,0,0,0,0,0
10675,'2018/09/27 11:57:06:324',13,-0.016784,0.514489,-0.055601,0.138253,0.131989,0.221703,0.143824,0.100352,0.249239,0.184676,0.240184,0.236881,0.000246,0.010231,0.021975,0.8,0,0,0,1,0,0,0,0,0,0
10676,'2018/09/27 11:57:06:382',13,-0.05477,0.337768,0.132421,0.196319,0.192048,0.220281,0.14094,0.279573,0.181276,0.168672,0.185948,0.286502,0.001128,0.010078,0.022196,0.766667,0,0,0,1,0,0,0,0,0,0
10677,'2018/09/27 11:57:06:429',13,0.10232,0.418353,0.000476,0.185508,0.234818,0.227358,0.166247,0.222982,0.221742,0.131962,0.181514,0.192489,0.000609,0.010878,0.022241,0.733333,0,0,0,1,0,0,0,0,0,0
10678,'2018/09/27 11:57:06:475',13,0.070443,0.462514,-0.006027,0.271755,0.153699,0.225351,0.090465,0.172279,0.184237,0.226055,0.228922,0.271334,0.000907,0.01333,0.022276,0.766667,0,0,0,1,0,0,0,0,0,0
10679,'2018/09/27 11:57:06:533',13,-0.126984,0.427004,0.001465,0.140539,0.179721,0.243588,0.191578,0.303644,0.192928,0.232449,0.238635,0.250501,0.000784,0.011668,0.022269,0.733333,0,0,0,1,0,0,0,0,0,0
10680,'2018/09/27 11:57:06:580',13,0.016021,0.43377,0.045859,0.17156,0.185161,0.195622,0.176301,0.188578,0.207383,0.173949,0.191067,0.242859,0.000578,0.014484,0.022257,0.7,0,0,0,1,0,0,0,0,0,0
10681,'2018/09/27 11:57:06:627',13,0.040201,0.283795,-0.006776,0.227625,0.147896,0.204185,0.163268,0.218722,0.210322,0.159672,0.235491,0.246324,0.000365,0.00911,0.022139,0.666667,0,0,0,1,0,0,0,0,0,0
10682,'2018/09/27 11:57:06:672',13,0.058076,0.380583,0.231714,0.196174,0.303337,0.291146,0.163395,0.175376,0.272601,0.196402,0.16914,0.215949,0.000189,0.004742,0.021925,0.633333,0,0,0,1,0,0,0,0,0,0
10683,'2018/09/27 11:57:06:730',13,0.117189,0.440205,0.079584,0.254072,0.083131,0.33288,0.190632,0.20989,0.156466,0.253236,0.208774,0.229576,0.000156,0.022675,0.021778,0.666667,0,0,0,1,0,0,0,0,0,0
10684,'2018/09/27 11:57:06:777',13,-0.095215,0.360739,0.060094,0.142419,0.085033,0.221173,0.190012,0.210748,0.264911,0.195789,0.21183,0.15914,0.000507,0.007675,0.021746,0.633333,0,0,0,1,0,0,0,0,0,0
10685,'2018/09/27 11:57:06:823',13,-0.03774,0.377292,0.1195,0.187308,0.263992,0.402776,0.169572,0.22068,0.222496,0.256668,0.153649,0.255204,0.000288,0.006712,0.021628,0.6,0,0,0,1,0,0,0,0,0,0
10686,'2018/09/27 11:57:06:881',13,0.050776,0.42934,0.04863,0.274098,0.214338,0.215903,0.169892,0.058685,0.136985,0.173164,0.049892,0.197951,0.000757,0.010139,0.021601,0.6,0,0,0,1,0,0,0,0,0,0
10687,'2018/09/27 11:57:06:928',13,-0.030164,0.308571,0.03767,0.199701,0.1436,0.097901,0.197138,0.160439,0.225705,0.182204,0.16464,0.193837,0.00056,0.00943,0.021519,0.566667,0,0,0,1,0,0,0,0,0,0
10688,'2018/09/27 11:57:06:975',13,0.024755,0.455292,0.178784,0.15917,0.18803,0.22558,0.185208,0.139749,0.186192,0.146262,0.137325,0.186943,0.001138,0.023368,0.021637,0.566667,0,0,0,1,0,0,0,0,0,0
10689,'2018/09/27 11:57:07:032',13,0.005117,0.262177,0.14192,0.19247,0.167052,0.23239,0.214708,0.187342,0.191881,0.161439,0.180188,0.165324,0.000496,0.007283,0.021656,0.533333,0,0,0,1,0,0,0,0,0,0
10690,'2018/09/27 11:57:07:079',13,-0.022057,0.31595,0.121989,0.25644,0.195089,0.218346,0.178004,0.143282,0.211002,0.186686,0.218718,0.181741,0.000225,0.006388,0.021412,0.533333,0,0,0,1,0,0,0,0,0,0
10691,'2018/09/27 11:57:07:126',13,0.090703,0.402847,0.111576,0.194444,0.174306,0.228924,0.205077,0.190851,0.243689,0.127139,0.160254,0.225912,0.000197,0.02659,0.021333,0.5,0,0,0,1,0,0,0,0,0,0
10692,'2018/09/27 11:57:07:183',13,-0.050676,0.324063,0.042019,0.166702,0.194203,0.229976,0.126348,0.165138,0.243743,0.18277,0.155266,0.261346,0.001944,0.012566,0.021596,0.533333,0,0,0,1,0,0,0,0,0,0
10693,'2018/09/27 11:57:07:230',13,0.181079,0.336282,0.141901,0.244381,0.275942,0.269813,0.15559,0.150116,0.14439,0.105934,0.219265,0.199191,0.002154,0.043544,0.021972,0.533333,0,0,0,1,0,0,0,0,0,0
10694,'2018/09/27 11:57:07:277',13,0.043571,0.367893,0.06802,0.238622,0.099773,0.18873,0.142666,0.192684,0.208173,0.20458,0.160696,0.265736,0.00305,0.019041,0.022349,0.566667,0,0,0,1,0,0,0,0,0,0
10695,'2018/09/27 11:57:07:322',13,0.09414,0.409523,0.032394,0.111525,0.133417,0.284659,0.185175,0.202177,0.267149,0.183595,0.204405,0.201408,0.001939,0.017525,0.022534,0.533333,0,0,0,1,0,0,0,0,0,0
10696,'2018/09/27 11:57:07:380',13,0.045732,0.286439,-0.003903,0.169692,0.070674,0.213793,0.10173,0.161353,0.207802,0.210195,0.206117,0.23255,0.002318,0.019987,0.022773,0.5,0,0,0,1,0,0,0,0,0,0
10697,'2018/09/27 11:57:07:427',13,-0.105195,0.316293,-0.081433,0.060885,0.074575,0.184937,0.188889,0.328117,0.316788,0.266566,0.227281,0.302899,0.001071,0.010932,0.022742,0.5,0,0,0,1,0,0,0,0,0,0
10698,'2018/09/27 11:57:07:473',13,0.114241,0.309393,0.127305,0.059632,0.229566,0.217608,0.234674,0.22577,0.159108,0.196973,0.221874,0.237222,0.000406,0.010559,0.022701,0.5,0,0,0,1,0,0,0,0,0,0
10699,'2018/09/27 11:57:07:532',13,-0.105518,0.479644,0.07489,0.237124,0.171121,0.208397,0.169652,0.234691,0.171176,0.196816,0.156516,0.157537,0.000703,0.016483,0.022874,0.533333,0,0,0,1,0,0,0,0,0,0
10700,'2018/09/27 11:57:07:578',13,-0.144215,0.35215,0.008851,0.190945,0.220206,0.363495,0.209606,0.199621,0.289647,0.242855,0.20426,0.212059,0.000346,0.005459,0.022875,0.5,0,0,0,1,0,0,0,0,0,0
10701,'2018/09/27 11:57:07:624',13,0.07144,0.485859,0.054301,0.13669,0.167363,0.295654,0.211783,0.125608,0.18677,0.182291,0.217077,0.190159,0.000319,0.014256,0.022803,0.5,0,0,0,1,0,0,0,0,0,0
10702,'2018/09/27 11:57:07:684',13,-0.034092,0.345076,0.060145,0.1924,0.109903,0.198662,0.145252,0.153548,0.152655,0.176916,0.206938,0.220288,0.000442,0.010362,0.022825,0.5,0,0,0,1,0,0,0,0,0,0
10703,'2018/09/27 11:57:07:729',13,-0.090572,0.33557,0.052887,0.201266,0.191672,0.184005,0.171741,0.210145,0.216258,0.184571,0.184548,0.173832,0.00055,0.006923,0.022813,0.533333,0,0,0,1,0,0,0,0,0,0
10704,'2018/09/27 11:57:07:776',13,-0.066263,0.30895,0.07598,0.169739,0.157918,0.179807,0.153036,0.183329,0.25107,0.211369,0.229905,0.210097,0.000306,0.005667,0.022756,0.533333,0,0,0,1,0,0,0,0,0,0
10705,'2018/09/27 11:57:07:833',13,-0.007285,0.429777,-0.004041,0.120881,0.190558,0.241087,0.185254,0.241972,0.297801,0.148433,0.132247,0.320937,0.000214,0.00571,0.022723,0.533333,0,0,0,1,0,0,0,0,0,0
10706,'2018/09/27 11:57:07:880',13,-0.028534,0.36369,0.15825,0.105936,0.202262,0.294513,0.191841,0.147278,0.258307,0.188752,0.214952,0.215819,0.000165,0.003998,0.022618,0.5,0,0,0,1,0,0,0,0,0,0
10707,'2018/09/27 11:57:07:928',13,0.066911,0.412758,0.156205,0.180756,0.25832,0.311767,0.194355,0.20188,0.25025,0.190388,0.24295,0.164602,0.000105,0.004055,0.022535,0.5,0,0,0,1,0,0,0,0,0,0
10708,'2018/09/27 11:57:07:973',13,0.010182,0.483373,0.048777,0.131943,0.135819,0.339991,0.167921,0.256161,0.30928,0.193645,0.314052,0.263636,0.000087,0.003389,0.022549,0.466667,0,0,0,1,0,0,0,0,0,0
10709,'2018/09/27 11:57:08:031',13,-0.035715,0.70167,0.106533,0.219317,0.289289,0.344138,0.23663,0.242191,0.300252,0.200475,0.252471,0.210585,0.000046,0.004358,0.022555,0.466667,0,0,0,1,0,0,0,0,0,0
10710,'2018/09/27 11:57:08:078',13,-0.001153,0.447005,0.14756,0.178769,0.133245,0.24372,0.152279,0.167441,0.179567,0.177037,0.238856,0.190025,0.000563,0.012544,0.022646,0.466667,0,0,0,1,0,0,0,0,0,0
10711,'2018/09/27 11:57:08:123',13,-0.039748,0.273976,0.011471,0.206809,0.089498,0.172486,0.128105,0.182317,0.159217,0.216288,0.121093,0.273461,0.002726,0.023643,0.022953,0.433333,0,0,0,1,0,0,0,0,0,0
10712,'2018/09/27 11:57:08:182',13,-0.065681,0.213077,0.090468,0.115851,0.142679,0.091299,0.180148,0.2161,0.270632,0.197759,0.241666,0.315896,0.000649,0.008663,0.02285,0.433333,0,0,0,1,0,0,0,0,0,0
10713,'2018/09/27 11:57:08:228',13,0.103425,0.356951,0.081656,0.165077,0.146561,0.171125,0.210367,0.216749,0.263427,0.254207,0.23009,0.180907,0.000198,0.004827,0.022787,0.433333,0,0,0,1,0,0,0,0,0,0
10714,'2018/09/27 11:57:08:275',13,0.072548,0.273178,0.156221,0.12828,0.148163,0.159656,0.191119,0.143872,0.229311,0.193789,0.135118,0.197686,0.000089,0.004009,0.022745,0.4,0,0,0,1,0,0,0,0,0,0
10715,'2018/09/27 11:57:08:332',13,0.020244,0.403149,0.066744,0.198954,0.231261,0.246462,0.168011,0.18199,0.221512,0.160534,0.133645,0.227213,0.000117,0.006503,0.022716,0.366667,0,0,0,1,0,0,0,0,0,0
10716,'2018/09/27 11:57:08:379',13,-0.020794,0.317085,0.046772,0.173495,0.194734,0.208624,0.135343,0.192702,0.203779,0.189077,0.269735,0.231068,0.000238,0.008489,0.022798,0.4,0,0,0,1,0,0,0,0,0,0
