@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs_nn-1 numeric
@attribute inputs_nn-2 numeric
@attribute inputs_nn-3 numeric
@attribute inputs_nn-4 numeric
@attribute inputs_nn-5 numeric
@attribute inputs_nn-6 numeric
@attribute inputs_nn-7 numeric
@attribute inputs_nn-8 numeric
@attribute inputs_nn-9 numeric
@attribute inputs_nn-10 numeric
@attribute inputs_nn-11 numeric
@attribute inputs_nn-12 numeric
@attribute inputs_nn-13 numeric
@attribute inputs_nn-14 numeric
@attribute inputs_nn-15 numeric
@attribute inputs_nn-16 numeric
@attribute outputs_nn-1 numeric
@attribute outputs_nn-2 numeric
@attribute outputs_nn-3 numeric
@attribute outputs_nn-4 numeric
@attribute outputs_nn-5 numeric
@attribute outputs_nn-6 numeric
@attribute outputs_nn-7 numeric
@attribute outputs_nn-8 numeric
@attribute outputs_nn-9 numeric
@attribute outputs_nn-10 numeric

@data
5973,'2018/09/27 11:52:24:528',10,0.407969,0.39058,0.368272,0.34282,0.316168,0.290238,0.26674,0.247026,0.231982,0.221985,0.216914,0.216217,0,0.00016,0.000622,0,1,0,0,0,0,0,0,0,0,0
5974,'2018/09/27 11:52:24:573',10,0.455732,0.445518,0.431858,0.41535,0.396705,0.376707,0.35617,0.3359,0.316646,0.299069,0.283707,0.270953,0.000002,0.000579,0.000628,0,1,0,0,0,0,0,0,0,0,0
5975,'2018/09/27 11:52:24:631',10,0.451758,0.437777,0.41953,0.398205,0.37514,0.351717,0.329242,0.308846,0.2914,0.277462,0.267251,0.26066,0.000001,0.000532,0.000629,0,1,0,0,0,0,0,0,0,0,0
5976,'2018/09/27 11:52:24:678',10,0.484151,0.4647,0.439589,0.410685,0.380063,0.349808,0.321829,0.297694,0.278512,0.264863,0.25679,0.25384,0.000001,0.000759,0.000629,0,1,0,0,0,0,0,0,0,0,0
5977,'2018/09/27 11:52:24:724',10,0.394808,0.383127,0.367892,0.350104,0.330896,0.311437,0.292839,0.276065,0.261865,0.250722,0.242833,0.238114,0.000001,0.000149,0.000623,0,1,0,0,0,0,0,0,0,0,0
5978,'2018/09/27 11:52:24:782',10,0.445207,0.425974,0.401643,0.374413,0.346613,0.320428,0.297653,0.279515,0.266577,0.258742,0.255335,0.255269,0.000001,0.00061,0.000626,0,1,0,0,0,0,0,0,0,0,0
5979,'2018/09/27 11:52:24:829',10,0.465072,0.449543,0.429153,0.405123,0.378854,0.351818,0.32545,0.301048,0.279682,0.262134,0.248858,0.239972,0.000001,0.000504,0.000627,0,1,0,0,0,0,0,0,0,0,0
5980,'2018/09/27 11:52:24:876',10,0.463522,0.44803,0.42781,0.404178,0.378625,0.352693,0.327851,0.305381,0.286284,0.271217,0.260462,0.253931,0.000001,0.000565,0.000631,0,1,0,0,0,0,0,0,0,0,0
5981,'2018/09/27 11:52:24:933',10,0.449082,0.436064,0.419326,0.400145,0.379897,0.359906,0.341311,0.32496,0.311349,0.300612,0.292552,0.286717,0.000002,0.000758,0.000637,0,1,0,0,0,0,0,0,0,0,0
5982,'2018/09/27 11:52:24:980',10,0.413614,0.398783,0.37957,0.35735,0.33366,0.310065,0.288017,0.268743,0.253148,0.241759,0.234715,0.23178,0,0.000436,0.000634,0,1,0,0,0,0,0,0,0,0,0
5983,'2018/09/27 11:52:25:027',10,0.424355,0.40825,0.387853,0.364998,0.341631,0.319591,0.300403,0.285127,0.274269,0.267778,0.265101,0.265315,0.000001,0.000286,0.000635,0,1,0,0,0,0,0,0,0,0,0
5984,'2018/09/27 11:52:25:072',10,0.433163,0.41421,0.390203,0.363303,0.335818,0.309943,0.28752,0.269856,0.257616,0.250801,0.248812,0.250586,0.000001,0.000596,0.000631,0,1,0,0,0,0,0,0,0,0,0
5985,'2018/09/27 11:52:25:131',10,0.398795,0.390644,0.380053,0.367743,0.354523,0.341205,0.32854,0.317151,0.307489,0.299799,0.294123,0.290309,0.000001,0.00037,0.00063,0,1,0,0,0,0,0,0,0,0,0
5986,'2018/09/27 11:52:25:177',10,0.432348,0.421276,0.406531,0.388814,0.368955,0.347868,0.326493,0.305747,0.286475,0.269403,0.2551,0.243957,0.000001,0.000296,0.000627,0,1,0,0,0,0,0,0,0,0,0
5987,'2018/09/27 11:52:25:223',10,0.431524,0.421333,0.407932,0.392102,0.374733,0.356761,0.33909,0.32253,0.307741,0.295195,0.285149,0.27765,0.000002,0.000517,0.000625,0,1,0,0,0,0,0,0,0,0,0
5988,'2018/09/27 11:52:25:282',10,0.451339,0.43381,0.411905,0.387832,0.363883,0.34214,0.32422,0.311082,0.302944,0.299304,0.299056,0.300694,0.000001,0.000705,0.000621,0,1,0,0,0,0,0,0,0,0,0
5989,'2018/09/27 11:52:25:328',10,0.443187,0.427174,0.4067,0.383433,0.359168,0.335632,0.314313,0.296323,0.282327,0.272521,0.266675,0.264214,0.000001,0.000295,0.000622,0,1,0,0,0,0,0,0,0,0,0
5990,'2018/09/27 11:52:25:374',10,0.413423,0.403204,0.389899,0.374401,0.357717,0.340881,0.324867,0.31051,0.298444,0.289058,0.282476,0.278569,0.000001,0.000301,0.000617,0,1,0,0,0,0,0,0,0,0,0
5991,'2018/09/27 11:52:25:432',10,0.424242,0.41042,0.392347,0.371177,0.348226,0.324871,0.302443,0.282129,0.26489,0.2514,0.242012,0.236755,0,0.000304,0.000613,0,1,0,0,0,0,0,0,0,0,0
5992,'2018/09/27 11:52:25:479',10,0.418466,0.402,0.381082,0.357545,0.333359,0.31041,0.290307,0.274223,0.262797,0.256115,0.253753,0.25488,0,0.00027,0.00061,0,1,0,0,0,0,0,0,0,0,0
5993,'2018/09/27 11:52:25:525',10,0.421553,0.406772,0.387597,0.36538,0.341645,0.317952,0.295765,0.276335,0.260596,0.24911,0.242033,0.239133,0.000001,0.000835,0.000606,0,1,0,0,0,0,0,0,0,0,0
5994,'2018/09/27 11:52:25:583',10,0.416361,0.405977,0.392345,0.376285,0.358736,0.340683,0.323087,0.306814,0.292577,0.280891,0.27205,0.266119,0.000001,0.000256,0.000605,0,1,0,0,0,0,0,0,0,0,0
5995,'2018/09/27 11:52:25:630',10,0.419806,0.407493,0.391718,0.373708,0.354751,0.336056,0.318634,0.30323,0.290296,0.28001,0.272318,0.266994,0,0.000474,0.000603,0,1,0,0,0,0,0,0,0,0,0
5996,'2018/09/27 11:52:25:677',10,0.444965,0.426932,0.404147,0.378689,0.352751,0.328371,0.307207,0.290364,0.278314,0.270898,0.267426,0.266834,0.000001,0.000433,0.000601,0,1,0,0,0,0,0,0,0,0,0
5997,'2018/09/27 11:52:25:723',10,0.370586,0.362537,0.351903,0.339261,0.325272,0.310635,0.29604,0.282122,0.269432,0.258405,0.249352,0.242451,0,0.000602,0.000594,0,1,0,0,0,0,0,0,0,0,0
5998,'2018/09/27 11:52:25:781',10,0.459335,0.441121,0.417685,0.390819,0.362479,0.334586,0.308841,0.28658,0.268674,0.255499,0.246952,0.242536,0.000001,0.000634,0.000595,0,1,0,0,0,0,0,0,0,0,0
5999,'2018/09/27 11:52:25:828',10,0.396092,0.387139,0.375639,0.362465,0.348529,0.334676,0.321592,0.309735,0.299314,0.290301,0.282481,0.275532,0.000001,0.000243,0.000593,0,1,0,0,0,0,0,0,0,0,0
6000,'2018/09/27 11:52:25:874',10,0.446478,0.429222,0.40744,0.383153,0.358503,0.335501,0.315806,0.300549,0.290243,0.284771,0.283465,0.28524,0.000001,0.000452,0.000593,0,1,0,0,0,0,0,0,0,0,0
6001,'2018/09/27 11:52:25:931',10,0.432435,0.41729,0.398079,0.376441,0.354057,0.332437,0.31276,0.295788,0.281857,0.270938,0.262751,0.256892,0.000001,0.000549,0.000596,0,1,0,0,0,0,0,0,0,0,0
6002,'2018/09/27 11:52:25:978',10,0.454241,0.437822,0.416667,0.39238,0.366727,0.341465,0.318177,0.298136,0.282203,0.270785,0.263835,0.260906,0.000001,0.000551,0.000595,0,1,0,0,0,0,0,0,0,0,0
6003,'2018/09/27 11:52:26:024',10,0.439173,0.427177,0.41157,0.393402,0.373844,0.354082,0.335215,0.318165,0.303614,0.291962,0.283322,0.277542,0.000001,0.000432,0.000596,0,1,0,0,0,0,0,0,0,0,0
6004,'2018/09/27 11:52:26:083',10,0.44707,0.428392,0.404687,0.378044,0.350699,0.324781,0.302083,0.283892,0.270883,0.263101,0.260025,0.260694,0.000001,0.000589,0.0006,0,1,0,0,0,0,0,0,0,0,0
6005,'2018/09/27 11:52:26:129',10,0.402812,0.397897,0.39126,0.38313,0.373783,0.363524,0.352675,0.341558,0.330481,0.319725,0.309531,0.300091,0.000001,0.000824,0.000603,0,1,0,0,0,0,0,0,0,0,0
6006,'2018/09/27 11:52:26:176',10,0.400652,0.389947,0.3778,0.365553,0.353726,0.342157,0.330523,0.318879,0.307886,0.298559,0.291696,0.287338,0.000001,0.000451,0.0006,0,1,0,0,0,0,0,0,0,0,0
6007,'2018/09/27 11:52:26:234',10,0.436572,0.418796,0.396121,0.370454,0.343857,0.318325,0.295584,0.276924,0.263098,0.254289,0.250144,0.249872,0.000001,0.000348,0.000598,0,1,0,0,0,0,0,0,0,0,0
6008,'2018/09/27 11:52:26:280',10,0.417543,0.404062,0.386952,0.367708,0.347917,0.329069,0.312389,0.29872,0.288451,0.281519,0.277464,0.275542,0.000001,0.000522,0.000599,0,1,0,0,0,0,0,0,0,0,0
6009,'2018/09/27 11:52:26:326',10,0.419148,0.410486,0.398947,0.385078,0.369522,0.352989,0.336205,0.319879,0.304659,0.2911,0.279632,0.270545,0,0.000666,0.000602,0,1,0,0,0,0,0,0,0,0,0
6010,'2018/09/27 11:52:26:373',10,0.440362,0.426491,0.408248,0.3867,0.363082,0.338702,0.314849,0.29271,0.273287,0.257343,0.24536,0.237527,0,0.000421,0.000596,0,1,0,0,0,0,0,0,0,0,0
6011,'2018/09/27 11:52:26:431',10,0.369177,0.359687,0.347438,0.333349,0.318451,0.303787,0.290326,0.278873,0.270005,0.26403,0.260969,0.260567,0,0.000352,0.000591,0,1,0,0,0,0,0,0,0,0,0
6012,'2018/09/27 11:52:26:478',10,0.413755,0.399107,0.380344,0.358907,0.336301,0.313942,0.293061,0.274648,0.259443,0.247935,0.240362,0.236705,0,0.000194,0.000579,0,1,0,0,0,0,0,0,0,0,0
6013,'2018/09/27 11:52:26:524',10,0.41329,0.401226,0.385674,0.367819,0.348976,0.330473,0.313526,0.29913,0.287977,0.280403,0.276377,0.275519,0.000001,0.000568,0.000573,0,1,0,0,0,0,0,0,0,0,0
6014,'2018/09/27 11:52:26:582',10,0.430616,0.419189,0.404329,0.387034,0.368411,0.349573,0.331538,0.315151,0.301029,0.28953,0.280758,0.274594,0.000001,0.000523,0.000571,0,1,0,0,0,0,0,0,0,0,0
6015,'2018/09/27 11:52:26:628',10,0.426575,0.412756,0.395082,0.374997,0.354066,0.333809,0.315546,0.300272,0.288582,0.280638,0.276196,0.274675,0.000001,0.000458,0.000573,0,1,0,0,0,0,0,0,0,0,0
6016,'2018/09/27 11:52:26:675',10,0.436101,0.422103,0.40389,0.382699,0.359925,0.337009,0.315309,0.296,0.279981,0.267815,0.259704,0.255497,0.000001,0.000356,0.000567,0,1,0,0,0,0,0,0,0,0,0
6017,'2018/09/27 11:52:26:733',10,0.440532,0.429347,0.415008,0.398624,0.38136,0.364293,0.348297,0.333956,0.321539,0.311009,0.302094,0.294379,0.000001,0.000557,0.000571,0,1,0,0,0,0,0,0,0,0,0
6018,'2018/09/27 11:52:26:779',10,0.385676,0.378606,0.369451,0.358867,0.347586,0.336347,0.325827,0.316585,0.309008,0.30329,0.299419,0.297187,0.000001,0.00064,0.000573,0,1,0,0,0,0,0,0,0,0,0
6019,'2018/09/27 11:52:26:826',10,0.429035,0.417274,0.40201,0.384303,0.365332,0.346288,0.328265,0.312172,0.298664,0.288103,0.280555,0.275813,0.000001,0.000478,0.000573,0,1,0,0,0,0,0,0,0,0,0
6020,'2018/09/27 11:52:26:883',10,0.396672,0.389757,0.380646,0.369847,0.357941,0.345528,0.333184,0.321417,0.31063,0.301102,0.292972,0.286249,0.000001,0.000557,0.000575,0,1,0,0,0,0,0,0,0,0,0
6021,'2018/09/27 11:52:26:930',10,0.410468,0.401688,0.390261,0.376953,0.362624,0.348152,0.334351,0.321908,0.311326,0.302891,0.29666,0.292471,0.000001,0.00084,0.000581,0,1,0,0,0,0,0,0,0,0,0
6022,'2018/09/27 11:52:26:977',10,0.382364,0.371183,0.358164,0.345071,0.333262,0.323449,0.315695,0.309609,0.304655,0.300421,0.296775,0.293832,0.000001,0.000345,0.000582,0,1,0,0,0,0,0,0,0,0,0
6023,'2018/09/27 11:52:27:023',10,0.419958,0.408506,0.393785,0.376923,0.359134,0.341589,0.325294,0.310996,0.29913,0.289804,0.282827,0.277777,0,0.000466,0.000578,0,1,0,0,0,0,0,0,0,0,0
6024,'2018/09/27 11:52:27:081',10,0.422866,0.411308,0.3963,0.378884,0.36023,0.341535,0.323916,0.308319,0.295444,0.285701,0.279189,0.275709,0.000001,0.0004,0.00058,0,1,0,0,0,0,0,0,0,0,0
6025,'2018/09/27 11:52:27:127',10,0.445098,0.429093,0.408134,0.38353,0.356775,0.329435,0.303025,0.278904,0.258177,0.241628,0.22968,0.222389,0.000001,0.000606,0.000579,0,1,0,0,0,0,0,0,0,0,0
6026,'2018/09/27 11:52:27:174',10,0.455201,0.433984,0.406983,0.376532,0.345154,0.315292,0.289054,0.268013,0.253071,0.244417,0.241562,0.243461,0.000001,0.000638,0.000581,0,1,0,0,0,0,0,0,0,0,0
6027,'2018/09/27 11:52:27:232',10,0.397811,0.386545,0.372271,0.356266,0.339889,0.324425,0.310938,0.300172,0.292477,0.287811,0.285772,0.285691,0.000001,0.000305,0.000577,0,1,0,0,0,0,0,0,0,0,0
6028,'2018/09/27 11:52:27:278',10,0.467799,0.450072,0.42722,0.400953,0.373145,0.345643,0.320098,0.297816,0.279666,0.266041,0.256874,0.251708,0.000001,0.000503,0.000583,0,1,0,0,0,0,0,0,0,0,0
6029,'2018/09/27 11:52:27:325',10,0.415784,0.406016,0.393303,0.37849,0.362515,0.346321,0.330774,0.316593,0.304302,0.294205,0.286386,0.280735,0.000001,0.000554,0.000586,0,1,0,0,0,0,0,0,0,0,0
6030,'2018/09/27 11:52:27:383',10,0.429342,0.415506,0.398156,0.378964,0.359653,0.34177,0.326507,0.314583,0.306203,0.301101,0.298638,0.29795,0.000001,0.000478,0.000588,0,1,0,0,0,0,0,0,0,0,0
6031,'2018/09/27 11:52:27:429',10,0.43035,0.412369,0.389683,0.3644,0.338752,0.314829,0.294343,0.278453,0.267666,0.26184,0.26026,0.261795,0.000001,0.00038,0.000588,0,1,0,0,0,0,0,0,0,0,0
6032,'2018/09/27 11:52:27:477',10,0.450667,0.43791,0.421262,0.401805,0.380758,0.359372,0.338828,0.320146,0.304103,0.291196,0.281614,0.275252,0.000001,0.000495,0.000584,0,1,0,0,0,0,0,0,0,0,0
6033,'2018/09/27 11:52:27:534',10,0.412582,0.398338,0.379917,0.358653,0.33602,0.313489,0.2924,0.273852,0.258627,0.247156,0.239521,0.235496,0,0.000196,0.000581,0,1,0,0,0,0,0,0,0,0,0
6034,'2018/09/27 11:52:27:580',10,0.419159,0.40352,0.383388,0.360326,0.336073,0.312386,0.290883,0.272901,0.259387,0.250829,0.247244,0.248196,0.000001,0.000373,0.000584,0,1,0,0,0,0,0,0,0,0,0
6035,'2018/09/27 11:52:27:627',10,0.43755,0.42713,0.413413,0.397183,0.379345,0.360848,0.342616,0.325489,0.310158,0.297129,0.286698,0.278944,0.000001,0.000367,0.000589,0,1,0,0,0,0,0,0,0,0,0
6036,'2018/09/27 11:52:27:673',10,0.411283,0.397648,0.380005,0.359632,0.337943,0.316365,0.296206,0.278542,0.264145,0.253428,0.246448,0.242931,0.000001,0.000818,0.000592,0,1,0,0,0,0,0,0,0,0,0
6037,'2018/09/27 11:52:27:731',10,0.42411,0.415662,0.404411,0.390891,0.375726,0.359593,0.343184,0.327163,0.312133,0.298606,0.286978,0.277516,0.000001,0.000533,0.000592,0,1,0,0,0,0,0,0,0,0,0
6038,'2018/09/27 11:52:27:778',10,0.407647,0.397868,0.385097,0.370115,0.353757,0.336827,0.320035,0.303956,0.28902,0.275526,0.263675,0.253606,0,0.000508,0.000591,0,1,0,0,0,0,0,0,0,0,0
6039,'2018/09/27 11:52:27:824',10,0.462587,0.444197,0.420624,0.393747,0.365612,0.338218,0.313315,0.292252,0.275871,0.264469,0.257827,0.255295,0.000001,0.000454,0.000592,0,1,0,0,0,0,0,0,0,0,0
6040,'2018/09/27 11:52:27:882',10,0.446556,0.431818,0.412642,0.390322,0.36632,0.342131,0.319167,0.298644,0.281497,0.268329,0.259388,0.254581,0.000002,0.000429,0.0006,0,1,0,0,0,0,0,0,0,0,0
6041,'2018/09/27 11:52:27:929',10,0.445759,0.429914,0.409283,0.385255,0.359395,0.333317,0.308545,0.286397,0.267883,0.25364,0.243906,0.238529,0,0.000524,0.000597,0,1,0,0,0,0,0,0,0,0,0
6042,'2018/09/27 11:52:27:975',10,0.473558,0.453254,0.427401,0.398189,0.36795,0.338887,0.312842,0.291116,0.274378,0.26266,0.25544,0.251794,0.000001,0.000366,0.000596,0,1,0,0,0,0,0,0,0,0,0
6043,'2018/09/27 11:52:28:033',10,0.421879,0.409093,0.392812,0.37443,0.35545,0.337322,0.32129,0.30827,0.298771,0.292875,0.290256,0.290262,0.000001,0.000654,0.000601,0,1,0,0,0,0,0,0,0,0,0
6044,'2018/09/27 11:52:28:080',10,0.451001,0.430078,0.40421,0.376165,0.348713,0.324258,0.304557,0.290569,0.282435,0.279575,0.280857,0.284818,0.000001,0.000612,0.000606,0,1,0,0,0,0,0,0,0,0,0
6045,'2018/09/27 11:52:28:127',10,0.429346,0.417744,0.402596,0.38488,0.365699,0.346191,0.327435,0.31036,0.295683,0.28386,0.275068,0.26921,0.000001,0.000481,0.00061,0,1,0,0,0,0,0,0,0,0,0
6046,'2018/09/27 11:52:28:173',10,0.421815,0.410076,0.394669,0.376526,0.356714,0.33636,0.316563,0.298318,0.28245,0.269563,0.260011,0.253889,0,0.000347,0.000608,0,1,0,0,0,0,0,0,0,0,0
6047,'2018/09/27 11:52:28:230',10,0.424972,0.415386,0.402915,0.388403,0.372795,0.357053,0.342076,0.328617,0.317232,0.308237,0.301696,0.297437,0.000001,0.000673,0.000613,0,1,0,0,0,0,0,0,0,0,0
6048,'2018/09/27 11:52:28:278',10,0.479741,0.4588,0.432215,0.402325,0.371629,0.342506,0.316961,0.296428,0.281656,0.272685,0.26892,0.269275,0.000002,0.000574,0.000618,0,1,0,0,0,0,0,0,0,0,0
6049,'2018/09/27 11:52:28:324',10,0.433409,0.417041,0.396374,0.37324,0.349496,0.326784,0.306367,0.289042,0.275147,0.264644,0.257237,0.252515,0.000001,0.000438,0.000621,0,1,0,0,0,0,0,0,0,0,0
6050,'2018/09/27 11:52:28:381',10,0.426425,0.413268,0.396105,0.376063,0.354419,0.332492,0.311543,0.292669,0.276728,0.264284,0.255577,0.250534,0.000001,0.000416,0.000619,0,1,0,0,0,0,0,0,0,0,0
6051,'2018/09/27 11:52:28:428',10,0.447474,0.428389,0.404985,0.379812,0.355262,0.333211,0.314804,0.300427,0.289839,0.282403,0.277354,0.274005,0.000001,0.000652,0.000623,0,1,0,0,0,0,0,0,0,0,0
6052,'2018/09/27 11:52:28:474',10,0.413192,0.397323,0.377661,0.356274,0.335231,0.316298,0.30071,0.289041,0.281187,0.276471,0.273828,0.27205,0.000001,0.000586,0.000625,0,1,0,0,0,0,0,0,0,0,0
6053,'2018/09/27 11:52:28:532',10,0.394221,0.381328,0.364538,0.344981,0.323932,0.302709,0.282562,0.264576,0.249591,0.238149,0.23047,0.226458,0.000001,0.00033,0.000626,0,1,0,0,0,0,0,0,0,0,0
6054,'2018/09/27 11:52:28:579',10,0.426085,0.411077,0.391862,0.370002,0.347193,0.325096,0.305167,0.288525,0.275863,0.267409,0.262951,0.2619,0.000001,0.000315,0.000628,0,1,0,0,0,0,0,0,0,0,0
6055,'2018/09/27 11:52:28:625',10,0.391952,0.375568,0.354775,0.331418,0.307484,0.284889,0.265274,0.249848,0.239294,0.233735,0.232777,0.235606,0.000001,0.00085,0.00063,0,1,0,0,0,0,0,0,0,0,0
6056,'2018/09/27 11:52:28:683',10,0.416965,0.4027,0.384464,0.363759,0.342211,0.321399,0.302698,0.287146,0.275366,0.267535,0.263412,0.262409,0,0.000333,0.000629,0,1,0,0,0,0,0,0,0,0,0
6057,'2018/09/27 11:52:28:729',10,0.440462,0.427357,0.410412,0.390855,0.370043,0.349326,0.329931,0.31285,0.298773,0.288049,0.28069,0.276407,0.000001,0.000305,0.000633,0,1,0,0,0,0,0,0,0,0,0
6058,'2018/09/27 11:52:28:777',10,0.434124,0.417547,0.396683,0.373508,0.350097,0.328364,0.309841,0.295512,0.285727,0.280211,0.278157,0.278385,0.000001,0.000681,0.000635,0,1,0,0,0,0,0,0,0,0,0
6059,'2018/09/27 11:52:28:822',10,0.44196,0.419574,0.391285,0.359681,0.327501,0.297314,0.271225,0.250672,0.236306,0.227993,0.224916,0.225768,0.000001,0.000368,0.000636,0,1,0,0,0,0,0,0,0,0,0
6060,'2018/09/27 11:52:28:881',10,0.442352,0.429997,0.413728,0.394473,0.373297,0.351321,0.329639,0.309243,0.290959,0.275399,0.262934,0.253689,0.000001,0.000628,0.000641,0,1,0,0,0,0,0,0,0,0,0
6061,'2018/09/27 11:52:28:927',10,0.453514,0.437065,0.416134,0.392513,0.368115,0.344757,0.32396,0.306803,0.293832,0.285046,0.279958,0.277705,0.000001,0.000314,0.000642,0,1,0,0,0,0,0,0,0,0,0
6062,'2018/09/27 11:52:28:974',10,0.4233,0.410011,0.393357,0.374941,0.356391,0.339147,0.324276,0.312371,0.303519,0.297361,0.29321,0.290216,0.000002,0.000583,0.000645,0,1,0,0,0,0,0,0,0,0,0
6063,'2018/09/27 11:52:29:031',10,0.411138,0.401058,0.387872,0.372404,0.355573,0.338316,0.32151,0.3059,0.292049,0.280309,0.270817,0.263503,0,0.000248,0.000641,0,1,0,0,0,0,0,0,0,0,0
6064,'2018/09/27 11:52:29:079',10,0.401102,0.391242,0.378617,0.364244,0.349227,0.334636,0.321404,0.31024,0.301571,0.295524,0.291946,0.290451,0.000002,0.000502,0.000648,0,1,0,0,0,0,0,0,0,0,0
6065,'2018/09/27 11:52:29:124',10,0.428053,0.410447,0.388232,0.363424,0.338102,0.314149,0.293049,0.275767,0.262716,0.253818,0.248631,0.2465,0.000001,0.000535,0.000652,0,1,0,0,0,0,0,0,0,0,0
6066,'2018/09/27 11:52:29:182',10,0.416578,0.405284,0.390734,0.374043,0.35645,0.339208,0.323463,0.31015,0.299921,0.293089,0.289612,0.289122,0.000001,0.00046,0.000656,0,1,0,0,0,0,0,0,0,0,0
6067,'2018/09/27 11:52:29:229',10,0.428069,0.411413,0.390469,0.367221,0.343725,0.321857,0.303089,0.288345,0.27794,0.271618,0.26866,0.268059,0,0.000415,0.000651,0,1,0,0,0,0,0,0,0,0,0
6068,'2018/09/27 11:52:29:275',10,0.429599,0.419887,0.40702,0.391662,0.374583,0.356604,0.338541,0.321153,0.305095,0.290888,0.278887,0.269284,0.000001,0.000661,0.000651,0,1,0,0,0,0,0,0,0,0,0
6069,'2018/09/27 11:52:29:333',10,0.407536,0.394224,0.377372,0.358512,0.339284,0.321254,0.30574,0.293679,0.285542,0.281311,0.280518,0.282329,0,0.000408,0.00065,0,1,0,0,0,0,0,0,0,0,0
6070,'2018/09/27 11:52:29:380',10,0.427556,0.40971,0.386884,0.360956,0.333975,0.307953,0.284667,0.265496,0.251313,0.24244,0.23866,0.239301,0.000001,0.000595,0.000653,0,1,0,0,0,0,0,0,0,0,0
6071,'2018/09/27 11:52:29:427',10,0.457621,0.445114,0.42846,0.408458,0.386048,0.362266,0.338179,0.314827,0.293167,0.27402,0.258032,0.245642,0.000001,0.000459,0.000655,0,1,0,0,0,0,0,0,0,0,0
6072,'2018/09/27 11:52:29:473',10,0.436108,0.421779,0.403119,0.381383,0.358001,0.334452,0.312153,0.292347,0.276009,0.263788,0.255969,0.252475,0.000001,0.000792,0.000657,0,1,0,0,0,0,0,0,0,0,0
