@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs_nn-1 numeric
@attribute inputs_nn-2 numeric
@attribute inputs_nn-3 numeric
@attribute inputs_nn-4 numeric
@attribute inputs_nn-5 numeric
@attribute inputs_nn-6 numeric
@attribute inputs_nn-7 numeric
@attribute inputs_nn-8 numeric
@attribute inputs_nn-9 numeric
@attribute inputs_nn-10 numeric
@attribute inputs_nn-11 numeric
@attribute inputs_nn-12 numeric
@attribute inputs_nn-13 numeric
@attribute inputs_nn-14 numeric
@attribute inputs_nn-15 numeric
@attribute inputs_nn-16 numeric
@attribute outputs_nn-1 numeric
@attribute outputs_nn-2 numeric
@attribute outputs_nn-3 numeric
@attribute outputs_nn-4 numeric
@attribute outputs_nn-5 numeric
@attribute outputs_nn-6 numeric
@attribute outputs_nn-7 numeric
@attribute outputs_nn-8 numeric
@attribute outputs_nn-9 numeric
@attribute outputs_nn-10 numeric

@data
27794,'2018/10/03 20:15:38:973',30,-0.276012,0.753059,0.136477,0.35845,0.19658,0.356126,0.234743,0.37965,0.29311,0.34997,0.291952,0.291997,0.066478,0.174546,0.280668,0,0,0,1,0,0,0,0,0,0,0
27795,'2018/10/03 20:15:39:019',30,-0.26353,0.725447,0.187536,0.348199,0.176036,0.347711,0.250714,0.330953,0.283494,0.308921,0.297754,0.344647,0.053642,0.168613,0.280189,0,0,0,1,0,0,0,0,0,0,0
27796,'2018/10/03 20:15:39:066',30,-0.278256,0.763623,0.209586,0.318874,0.167864,0.357381,0.280661,0.362658,0.347622,0.333582,0.236922,0.263729,0.055477,0.194603,0.279832,0,0,0,1,0,0,0,0,0,0,0
27797,'2018/10/03 20:15:39:124',30,-0.255819,0.715071,0.145498,0.262746,0.189948,0.354672,0.32412,0.369429,0.315739,0.292659,0.250122,0.285052,0.053209,0.127805,0.279857,0,0,0,1,0,0,0,0,0,0,0
27798,'2018/10/03 20:15:39:170',30,-0.275022,0.730562,0.234327,0.349898,0.217287,0.364875,0.317577,0.366871,0.351023,0.33867,0.233427,0.24582,0.046092,0.090173,0.278318,0,0,0,1,0,0,0,0,0,0,0
27799,'2018/10/03 20:15:39:217',30,-0.206975,0.715899,0.213733,0.349363,0.224728,0.385536,0.311224,0.292806,0.323089,0.368176,0.265077,0.292563,0.038901,0.140659,0.277299,0,0,0,1,0,0,0,0,0,0,0
27800,'2018/10/03 20:15:39:275',30,-0.245534,0.726257,0.143006,0.353492,0.245769,0.306469,0.273585,0.373823,0.29092,0.366498,0.31051,0.294679,0.040835,0.098502,0.276159,0,0,0,1,0,0,0,0,0,0,0
27801,'2018/10/03 20:15:39:321',30,-0.27555,0.67974,0.169703,0.344491,0.150756,0.342285,0.301642,0.368043,0.307882,0.311586,0.225454,0.328773,0.041245,0.209851,0.27501,0,0,0,1,0,0,0,0,0,0,0
27802,'2018/10/03 20:15:39:368',30,-0.251091,0.731136,0.148404,0.282621,0.114477,0.263202,0.277402,0.367972,0.360454,0.383956,0.309642,0.33125,0.048069,0.079857,0.274268,0,0,0,1,0,0,0,0,0,0,0
27803,'2018/10/03 20:15:39:414',30,-0.285704,0.693096,0.148189,0.287885,0.148847,0.27595,0.320825,0.427429,0.35738,0.298846,0.249978,0.336887,0.035022,0.09844,0.273314,0,0,0,1,0,0,0,0,0,0,0
27804,'2018/10/03 20:15:39:472',30,-0.324829,0.630011,0.165887,0.33969,0.230997,0.359131,0.294499,0.368681,0.389173,0.347255,0.257143,0.351997,0.034934,0.099318,0.272668,0,0,0,1,0,0,0,0,0,0,0
27805,'2018/10/03 20:15:39:519',30,-0.185819,0.693623,0.156669,0.332078,0.227122,0.323452,0.290079,0.35927,0.339902,0.365989,0.263463,0.312354,0.026099,0.074256,0.269333,0,0,0,1,0,0,0,0,0,0,0
27806,'2018/10/03 20:15:39:565',30,-0.238562,0.72294,0.248988,0.309484,0.214277,0.318686,0.245313,0.345098,0.306749,0.336481,0.306543,0.383917,0.028471,0.092514,0.267327,0,0,0,1,0,0,0,0,0,0,0
27807,'2018/10/03 20:15:39:623',30,-0.240618,0.682544,0.252248,0.312321,0.177572,0.272537,0.28256,0.345882,0.346933,0.349193,0.303194,0.393906,0.031124,0.061662,0.264974,0,0,0,1,0,0,0,0,0,0,0
27808,'2018/10/03 20:15:39:669',30,-0.224596,0.685859,0.153174,0.299135,0.211744,0.279943,0.286341,0.335645,0.313708,0.349412,0.323363,0.363208,0.026045,0.133239,0.261874,0,0,0,1,0,0,0,0,0,0,0
27809,'2018/10/03 20:15:39:716',30,-0.370007,0.716667,0.215402,0.299282,0.213517,0.312304,0.313969,0.355024,0.393675,0.37583,0.287358,0.31847,0.02338,0.065439,0.2596,0,0,0,1,0,0,0,0,0,0,0
27810,'2018/10/03 20:15:39:774',30,-0.281522,0.690321,0.211421,0.351409,0.293386,0.280624,0.258866,0.352662,0.35998,0.30921,0.2926,0.294815,0.02082,0.128113,0.256815,0,0,0,1,0,0,0,0,0,0,0
27811,'2018/10/03 20:15:39:820',30,-0.25186,0.761874,0.205536,0.315517,0.293878,0.298296,0.263889,0.308911,0.373038,0.31249,0.282906,0.321282,0.01827,0.059186,0.253386,0,0,0,1,0,0,0,0,0,0,0
27812,'2018/10/03 20:15:39:867',30,-0.315468,0.733416,0.225094,0.272682,0.221336,0.239951,0.270645,0.268517,0.361113,0.3119,0.327518,0.343846,0.020648,0.092376,0.249371,0,0,0,1,0,0,0,0,0,0,0
27813,'2018/10/03 20:15:39:925',30,-0.201083,0.735688,0.234479,0.344743,0.202484,0.222661,0.258723,0.228356,0.260841,0.2417,0.253435,0.338439,0.027385,0.07013,0.245399,0,0,0,1,0,0,0,0,0,0,0
27814,'2018/10/03 20:15:39:971',30,-0.274074,0.701272,0.227064,0.299815,0.192852,0.231382,0.273763,0.254837,0.337794,0.299281,0.316777,0.343198,0.024456,0.084933,0.241894,0,0,0,1,0,0,0,0,0,0,0
27815,'2018/10/03 20:15:40:018',30,-0.248352,0.692633,0.161339,0.226754,0.191663,0.245133,0.256263,0.284663,0.310139,0.284269,0.311739,0.318267,0.027328,0.09673,0.237571,0,0,0,1,0,0,0,0,0,0,0
27816,'2018/10/03 20:15:40:064',30,-0.295107,0.669987,0.223019,0.301664,0.209688,0.245151,0.309084,0.287722,0.354838,0.286704,0.286301,0.314524,0.02559,0.083633,0.233591,0,0,0,1,0,0,0,0,0,0,0
27817,'2018/10/03 20:15:40:122',30,-0.258099,0.762511,0.237445,0.234158,0.155703,0.145717,0.221043,0.221108,0.310552,0.227861,0.280379,0.31163,0.028702,0.089165,0.229839,0,0,0,1,0,0,0,0,0,0,0
27818,'2018/10/03 20:15:40:169',30,-0.197806,0.768725,0.236246,0.210267,0.145099,0.185752,0.203615,0.196154,0.288156,0.294303,0.312765,0.337327,0.048723,0.089204,0.2254,0,0,0,1,0,0,0,0,0,0,0
27819,'2018/10/03 20:15:40:215',30,-0.218215,0.761545,0.22719,0.245125,0.172143,0.190484,0.259967,0.150335,0.244487,0.275978,0.305503,0.275736,0.038761,0.066283,0.218101,0,0,0,1,0,0,0,0,0,0,0
27820,'2018/10/03 20:15:40:273',30,-0.268536,0.711933,0.241363,0.26304,0.208106,0.168356,0.246537,0.247435,0.336789,0.237634,0.24318,0.307955,0.025571,0.077615,0.213336,0,0,0,1,0,0,0,0,0,0,0
27821,'2018/10/03 20:15:40:320',30,-0.263538,0.693441,0.179516,0.195618,0.20868,0.158905,0.276076,0.236216,0.277583,0.229415,0.270654,0.298281,0.019658,0.063665,0.207417,0,0,0,1,0,0,0,0,0,0,0
27822,'2018/10/03 20:15:40:366',30,-0.221666,0.66911,0.221694,0.286235,0.284759,0.1579,0.232527,0.186099,0.278813,0.271639,0.278261,0.265482,0.021586,0.070722,0.202841,0,0,0,1,0,0,0,0,0,0,0
27823,'2018/10/03 20:15:40:424',30,-0.22731,0.70759,0.312532,0.195161,0.149821,0.143802,0.244633,0.217242,0.323843,0.26331,0.332302,0.28389,0.023064,0.053709,0.198003,0,0,0,1,0,0,0,0,0,0,0
27824,'2018/10/03 20:15:40:471',30,-0.229027,0.690818,0.295516,0.212098,0.15714,0.127168,0.324918,0.247887,0.269656,0.245861,0.328185,0.308239,0.019234,0.05253,0.191906,0,0,0,1,0,0,0,0,0,0,0
27825,'2018/10/03 20:15:40:517',30,-0.192135,0.721878,0.272036,0.19159,0.259808,0.164032,0.270892,0.157699,0.250035,0.268262,0.26124,0.296473,0.022959,0.096143,0.186328,0,0,0,1,0,0,0,0,0,0,0
27826,'2018/10/03 20:15:40:575',30,-0.266488,0.648109,0.279321,0.125095,0.22574,0.117154,0.196963,0.171717,0.284092,0.348171,0.378163,0.321011,0.019597,0.060223,0.181364,0,0,0,1,0,0,0,0,0,0,0
27827,'2018/10/03 20:15:40:622',30,-0.201003,0.698274,0.309475,0.158778,0.223042,0.139925,0.263989,0.211428,0.290116,0.271043,0.262782,0.29795,0.015226,0.097265,0.17619,0,0,0,1,0,0,0,0,0,0,0
27828,'2018/10/03 20:15:40:668',30,-0.216367,0.619226,0.30685,0.218017,0.255781,0.104583,0.265679,0.2633,0.297679,0.279516,0.309478,0.331663,0.013133,0.053805,0.17166,0,0,0,1,0,0,0,0,0,0,0
27829,'2018/10/03 20:15:40:714',30,-0.190306,0.666716,0.334091,0.222083,0.276196,0.140607,0.317224,0.310291,0.284861,0.207303,0.278219,0.343786,0.013203,0.03655,0.166337,0,0,0,1,0,0,0,0,0,0,0
27830,'2018/10/03 20:15:40:772',30,-0.178501,0.667884,0.415945,0.15298,0.213873,0.090444,0.216531,0.253845,0.267957,0.231891,0.276601,0.356594,0.015407,0.069268,0.161905,0,0,0,1,0,0,0,0,0,0,0
27831,'2018/10/03 20:15:40:819',30,-0.223384,0.614252,0.310898,0.110814,0.27581,0.132758,0.243598,0.271451,0.308822,0.296778,0.256586,0.285823,0.010246,0.064735,0.15625,0,0,0,1,0,0,0,0,0,0,0
27832,'2018/10/03 20:15:40:865',30,-0.174205,0.601164,0.372462,0.171166,0.262435,0.116629,0.261234,0.295275,0.284724,0.27577,0.2852,0.282757,0.011883,0.054857,0.152015,0,0,0,1,0,0,0,0,0,0,0
27833,'2018/10/03 20:15:40:923',30,-0.095434,0.642522,0.391256,0.21957,0.289703,0.161762,0.248777,0.220882,0.269176,0.250083,0.277841,0.33149,0.010931,0.065338,0.148222,0,0,0,1,0,0,0,0,0,0,0
27834,'2018/10/03 20:15:40:970',30,-0.121259,0.607839,0.358018,0.155806,0.301779,0.227462,0.306566,0.224769,0.250478,0.335506,0.328735,0.312783,0.008864,0.052876,0.144548,0,0,0,1,0,0,0,0,0,0,0
27835,'2018/10/03 20:15:41:016',30,-0.090851,0.610121,0.396705,0.147974,0.274831,0.201054,0.236562,0.245438,0.325428,0.295116,0.255232,0.289106,0.01099,0.053206,0.141766,0,0,0,1,0,0,0,0,0,0,0
27836,'2018/10/03 20:15:41:074',30,-0.081552,0.599028,0.461453,0.147311,0.210472,0.152748,0.266101,0.27467,0.242347,0.293112,0.338245,0.319494,0.010028,0.069645,0.138694,0,0,0,1,0,0,0,0,0,0,0
27837,'2018/10/03 20:15:41:121',30,-0.139445,0.512267,0.393672,0.190822,0.281484,0.154619,0.282436,0.316061,0.244395,0.275559,0.290611,0.284724,0.009012,0.043772,0.135604,0,0,0,1,0,0,0,0,0,0,0
27838,'2018/10/03 20:15:41:167',30,-0.124465,0.578361,0.413219,0.141714,0.314488,0.205472,0.279506,0.31068,0.268125,0.273258,0.245081,0.292106,0.009284,0.044969,0.13324,0,0,0,1,0,0,0,0,0,0,0
27839,'2018/10/03 20:15:41:214',30,-0.094487,0.539046,0.420533,0.143694,0.313953,0.178469,0.231805,0.313573,0.309186,0.345332,0.282009,0.265524,0.00928,0.063253,0.131152,0,0,0,1,0,0,0,0,0,0,0
27840,'2018/10/03 20:15:41:271',30,-0.11288,0.543764,0.489214,0.112171,0.260441,0.246438,0.318038,0.347255,0.26713,0.337485,0.395588,0.314997,0.009123,0.050926,0.12867,0,0,0,1,0,0,0,0,0,0,0
27841,'2018/10/03 20:15:41:318',30,-0.041083,0.540382,0.473051,0.192695,0.320584,0.228675,0.261191,0.264648,0.230578,0.298721,0.308254,0.287789,0.00937,0.055945,0.126222,0,0,0,1,0,0,0,0,0,0,0
27842,'2018/10/03 20:15:41:364',30,-0.101749,0.498622,0.423363,0.151771,0.339607,0.236559,0.291288,0.330861,0.242662,0.331144,0.338099,0.273669,0.009791,0.04364,0.123665,0,0,0,1,0,0,0,0,0,0,0
27843,'2018/10/03 20:15:41:422',30,-0.029,0.497086,0.441571,0.208523,0.296885,0.236876,0.292629,0.333353,0.269283,0.269057,0.318613,0.300468,0.010959,0.05735,0.122186,0,0,0,1,0,0,0,0,0,0,0
27844,'2018/10/03 20:15:41:469',30,-0.020027,0.508044,0.481903,0.21006,0.27238,0.227089,0.233868,0.321638,0.280285,0.245782,0.263963,0.247687,0.011756,0.061611,0.120465,0,0,0,1,0,0,0,0,0,0,0
27845,'2018/10/03 20:15:41:515',30,0.022812,0.549101,0.498018,0.243879,0.259598,0.211127,0.214276,0.287274,0.226174,0.230221,0.330898,0.264539,0.011618,0.046499,0.119611,0,0,0,1,0,0,0,0,0,0,0
27846,'2018/10/03 20:15:41:573',30,0.0893,0.515463,0.446151,0.216456,0.265845,0.334801,0.279205,0.218688,0.233367,0.295425,0.334757,0.274847,0.010684,0.056385,0.118209,0,0,0,1,0,0,0,0,0,0,0
27847,'2018/10/03 20:15:41:620',30,0.055074,0.55262,0.552165,0.201205,0.290691,0.205566,0.231864,0.325571,0.262243,0.294586,0.319779,0.287597,0.011763,0.066295,0.116718,0,0,0,1,0,0,0,0,0,0,0
27848,'2018/10/03 20:15:41:666',30,0.037637,0.459319,0.518682,0.196728,0.335519,0.284311,0.222102,0.275286,0.240291,0.287513,0.292379,0.244784,0.009656,0.030694,0.115414,0,0,0,1,0,0,0,0,0,0,0
27849,'2018/10/03 20:15:41:725',30,0.072524,0.480902,0.473406,0.165938,0.298203,0.221466,0.266077,0.357198,0.208457,0.217626,0.274079,0.239153,0.011138,0.050872,0.11457,0,0,0,1,0,0,0,0,0,0,0
27850,'2018/10/03 20:15:41:771',30,0.059104,0.45149,0.447052,0.192647,0.322756,0.214758,0.243414,0.325376,0.202527,0.235026,0.292886,0.25239,0.009194,0.053469,0.113367,0,0,0,1,0,0,0,0,0,0,0
27851,'2018/10/03 20:15:41:817',30,0.100275,0.52815,0.501277,0.079935,0.264222,0.295294,0.254198,0.301268,0.190911,0.219148,0.328865,0.300438,0.009372,0.061715,0.112478,0,0,0,1,0,0,0,0,0,0,0
27852,'2018/10/03 20:15:41:864',30,0.081884,0.510235,0.554908,0.218281,0.344023,0.265453,0.209418,0.318734,0.26469,0.262415,0.294131,0.258352,0.008807,0.043882,0.111293,0,0,0,1,0,0,0,0,0,0,0
27853,'2018/10/03 20:15:41:922',30,0.098613,0.457632,0.484614,0.179148,0.348085,0.289157,0.231476,0.349858,0.274563,0.267984,0.344681,0.296937,0.008019,0.047549,0.109696,0,0,0,1,0,0,0,0,0,0,0
27854,'2018/10/03 20:15:41:968',30,0.11275,0.465202,0.536279,0.134421,0.233291,0.249879,0.225544,0.329862,0.263435,0.268271,0.338986,0.296049,0.008483,0.049787,0.108179,0,0,0,1,0,0,0,0,0,0,0
27855,'2018/10/03 20:15:42:015',30,0.083977,0.458644,0.508127,0.127577,0.234954,0.25117,0.228576,0.310187,0.278462,0.295096,0.314132,0.25421,0.007079,0.068179,0.106218,0,0,0,1,0,0,0,0,0,0,0
27856,'2018/10/03 20:15:42:073',30,0.160579,0.389559,0.452707,0.173162,0.184585,0.318878,0.257364,0.290956,0.272463,0.265101,0.306345,0.307872,0.007702,0.036436,0.104489,0,0,0,1,0,0,0,0,0,0,0
27857,'2018/10/03 20:15:42:119',30,0.133192,0.469409,0.545645,0.187316,0.310707,0.294926,0.196041,0.271932,0.231831,0.273308,0.332411,0.220074,0.006521,0.038698,0.102442,0,0,0,1,0,0,0,0,0,0,0
27858,'2018/10/03 20:15:42:166',30,0.131323,0.420873,0.558564,0.200622,0.300285,0.36577,0.288169,0.325462,0.261538,0.227813,0.274937,0.237976,0.00661,0.043555,0.09925,0,0,0,1,0,0,0,0,0,0,0
27859,'2018/10/03 20:15:42:224',30,0.119091,0.415311,0.604708,0.251437,0.328322,0.370133,0.247273,0.276754,0.214136,0.18335,0.288611,0.262212,0.006035,0.033842,0.096735,0,0,0,1,0,0,0,0,0,0,0
27860,'2018/10/03 20:15:42:270',30,0.10469,0.410175,0.567159,0.19659,0.271776,0.323444,0.25075,0.330912,0.29844,0.244192,0.269322,0.231913,0.006528,0.048319,0.095129,0,0,0,1,0,0,0,0,0,0,0
27861,'2018/10/03 20:15:42:316',30,0.180089,0.381521,0.477034,0.204483,0.310282,0.306136,0.242423,0.279482,0.194147,0.253889,0.334139,0.214397,0.005568,0.034989,0.093515,0,0,0,1,0,0,0,0,0,0,0
27862,'2018/10/03 20:15:42:374',30,0.19017,0.393901,0.532876,0.196948,0.219081,0.225108,0.186676,0.317911,0.298813,0.270294,0.345823,0.272513,0.006487,0.03697,0.092039,0,0,0,1,0,0,0,0,0,0,0
27863,'2018/10/03 20:15:42:421',30,0.259447,0.422476,0.519114,0.203201,0.267181,0.30621,0.24443,0.259132,0.172666,0.2214,0.354141,0.258835,0.005862,0.038406,0.090439,0,0,0,1,0,0,0,0,0,0,0
27864,'2018/10/03 20:15:42:467',30,0.151301,0.362055,0.512213,0.205871,0.287332,0.326534,0.264124,0.321703,0.241329,0.212841,0.321099,0.295751,0.005717,0.05127,0.089231,0,0,0,1,0,0,0,0,0,0,0
27865,'2018/10/03 20:15:42:514',30,0.223343,0.41352,0.533542,0.218273,0.300167,0.369899,0.301691,0.337931,0.287248,0.242133,0.268919,0.223492,0.004842,0.030039,0.087329,0,0,0,1,0,0,0,0,0,0,0
27866,'2018/10/03 20:15:42:572',30,0.18616,0.339904,0.556242,0.273012,0.257646,0.28407,0.198858,0.214699,0.214705,0.242999,0.330554,0.312267,0.005179,0.041592,0.086071,0,0,0,1,0,0,0,0,0,0,0
27867,'2018/10/03 20:15:42:618',30,0.234877,0.347309,0.552287,0.245596,0.186517,0.277093,0.284011,0.344685,0.329032,0.243702,0.256986,0.258543,0.004758,0.045014,0.084983,0,0,0,1,0,0,0,0,0,0,0
27868,'2018/10/03 20:15:42:665',30,0.268594,0.352406,0.562848,0.270123,0.216648,0.299974,0.276935,0.291635,0.283168,0.263747,0.294501,0.272307,0.004675,0.023682,0.083843,0,0,0,1,0,0,0,0,0,0,0
27869,'2018/10/03 20:15:42:723',30,0.276448,0.38589,0.570775,0.237687,0.1967,0.286895,0.243739,0.269939,0.253888,0.208437,0.282802,0.302624,0.004421,0.040562,0.082873,0,0,0,1,0,0,0,0,0,0,0
27870,'2018/10/03 20:15:42:769',30,0.245682,0.381796,0.609153,0.2818,0.233836,0.345816,0.275118,0.260285,0.28964,0.287415,0.342582,0.352488,0.004629,0.03251,0.081704,0,0,0,1,0,0,0,0,0,0,0
27871,'2018/10/03 20:15:42:816',30,0.27427,0.306408,0.514757,0.254626,0.219597,0.328022,0.315265,0.335256,0.321512,0.265564,0.29565,0.306722,0.004115,0.034322,0.080924,0,0,0,1,0,0,0,0,0,0,0
27872,'2018/10/03 20:15:42:874',30,0.279371,0.325868,0.509375,0.268945,0.225121,0.274024,0.287365,0.320166,0.244125,0.221513,0.318217,0.315502,0.00456,0.029615,0.08006,0,0,0,1,0,0,0,0,0,0,0
27873,'2018/10/03 20:15:42:920',30,0.314003,0.398162,0.526145,0.27977,0.273741,0.251674,0.189704,0.263223,0.25815,0.248699,0.298617,0.253673,0.004403,0.031354,0.079283,0,0,0,1,0,0,0,0,0,0,0
27874,'2018/10/03 20:15:42:967',30,0.34468,0.380818,0.551303,0.287581,0.230825,0.289046,0.274711,0.319543,0.291449,0.223758,0.277117,0.302078,0.00441,0.035321,0.078853,0,0,0,1,0,0,0,0,0,0,0
27875,'2018/10/03 20:15:43:024',30,0.335528,0.372046,0.575535,0.330541,0.271514,0.318743,0.264581,0.264165,0.228103,0.176496,0.25337,0.302688,0.0041,0.029004,0.077961,0,0,0,1,0,0,0,0,0,0,0
27876,'2018/10/03 20:15:43:071',30,0.356912,0.3887,0.589875,0.322299,0.243813,0.318002,0.286635,0.308599,0.303989,0.22858,0.251954,0.273611,0.004789,0.050572,0.077327,0,0,0,1,0,0,0,0,0,0,0
27877,'2018/10/03 20:15:43:118',30,0.352158,0.399914,0.554825,0.280105,0.232555,0.272745,0.230279,0.286819,0.308914,0.262017,0.262616,0.246416,0.004242,0.031086,0.076694,0,0,0,1,0,0,0,0,0,0,0
27878,'2018/10/03 20:15:43:164',30,0.353907,0.307515,0.514425,0.308728,0.197661,0.231905,0.266443,0.338856,0.320425,0.227913,0.233276,0.266837,0.004885,0.027325,0.076045,0,0,0,1,0,0,0,0,0,0,0
27879,'2018/10/03 20:15:43:222',30,0.370768,0.345612,0.548967,0.300836,0.220077,0.30433,0.246115,0.226711,0.260585,0.244184,0.279782,0.30674,0.004326,0.037952,0.075248,0,0,0,1,0,0,0,0,0,0,0
27880,'2018/10/03 20:15:43:268',30,0.423113,0.342969,0.521491,0.306389,0.223112,0.292748,0.254057,0.248257,0.28091,0.264557,0.285629,0.308225,0.004941,0.042492,0.074738,0,0,0,1,0,0,0,0,0,0,0
27881,'2018/10/03 20:15:43:315',30,0.440017,0.371594,0.561099,0.315856,0.18545,0.285743,0.308027,0.252427,0.209016,0.242997,0.332224,0.327457,0.004643,0.026041,0.074017,0,0,0,1,0,0,0,0,0,0,0
27882,'2018/10/03 20:15:43:373',30,0.442084,0.386685,0.600301,0.348854,0.199644,0.279552,0.273831,0.274395,0.316679,0.29715,0.299191,0.29466,0.004771,0.039448,0.073329,0,0,0,1,0,0,0,0,0,0,0
27883,'2018/10/03 20:15:43:419',30,0.37989,0.347415,0.577432,0.372474,0.281063,0.370177,0.341618,0.30301,0.262932,0.175165,0.209622,0.302563,0.004563,0.034573,0.072365,0,0,0,1,0,0,0,0,0,0,0
27884,'2018/10/03 20:15:43:466',30,0.410001,0.341488,0.583242,0.404468,0.255893,0.278836,0.256801,0.265336,0.28091,0.23891,0.270756,0.295905,0.004594,0.035425,0.071472,0,0,0,1,0,0,0,0,0,0,0
27885,'2018/10/03 20:15:43:524',30,0.414917,0.376553,0.573007,0.353602,0.196191,0.235801,0.263923,0.260133,0.256611,0.284385,0.303113,0.251702,0.004461,0.028033,0.070472,0,0,0,1,0,0,0,0,0,0,0
27886,'2018/10/03 20:15:43:570',30,0.47227,0.351512,0.537508,0.317562,0.191367,0.305192,0.297794,0.251871,0.303605,0.312777,0.303181,0.329369,0.00449,0.033228,0.069438,0,0,0,1,0,0,0,0,0,0,0
27887,'2018/10/03 20:15:43:617',30,0.510938,0.32194,0.494588,0.31237,0.180793,0.280142,0.290862,0.24755,0.287066,0.296265,0.276741,0.300186,0.004389,0.037556,0.068611,0,0,0,1,0,0,0,0,0,0,0
27888,'2018/10/03 20:15:43:675',30,0.522918,0.372687,0.542512,0.352354,0.197405,0.267501,0.310719,0.311212,0.314072,0.295863,0.320811,0.33722,0.004306,0.042392,0.067836,0,0,0,1,0,0,0,0,0,0,0
27889,'2018/10/03 20:15:43:721',30,0.524691,0.335213,0.510002,0.346031,0.191251,0.265306,0.297974,0.262489,0.278158,0.30487,0.321214,0.313363,0.00445,0.029625,0.066822,0,0,0,1,0,0,0,0,0,0,0
27890,'2018/10/03 20:15:43:768',30,0.5402,0.369719,0.551004,0.388508,0.201513,0.256834,0.27852,0.211075,0.233854,0.305394,0.327448,0.312217,0.004303,0.044781,0.066184,0,0,0,1,0,0,0,0,0,0,0
27891,'2018/10/03 20:15:43:814',30,0.584467,0.335804,0.47178,0.349249,0.209595,0.272178,0.322169,0.292457,0.261293,0.222635,0.221852,0.27264,0.003909,0.03128,0.065542,0,0,0,1,0,0,0,0,0,0,0
27892,'2018/10/03 20:15:43:872',30,0.600395,0.30869,0.461432,0.383241,0.254765,0.315762,0.345211,0.265242,0.230701,0.239676,0.234444,0.243572,0.004502,0.029268,0.065109,0,0,0,1,0,0,0,0,0,0,0
27893,'2018/10/03 20:15:43:919',30,0.659957,0.400129,0.495344,0.353732,0.166821,0.207897,0.311886,0.28949,0.241586,0.265898,0.281395,0.253648,0.004149,0.039689,0.064532,0,0,0,1,0,0,0,0,0,0,0
27894,'2018/10/03 20:15:43:965',30,0.645872,0.380884,0.469238,0.343385,0.228097,0.297181,0.325143,0.259223,0.234847,0.268058,0.295968,0.28099,0.004342,0.037169,0.064104,0,0,0,1,0,0,0,0,0,0,0
27895,'2018/10/03 20:15:44:023',30,0.652175,0.350442,0.487707,0.431112,0.241453,0.217165,0.257099,0.219021,0.206605,0.26915,0.307198,0.28552,0.00382,0.026138,0.0636,0,0,0,1,0,0,0,0,0,0,0
27896,'2018/10/03 20:15:44:069',30,0.691651,0.337503,0.410462,0.344166,0.172915,0.179191,0.271521,0.26273,0.219622,0.245418,0.292565,0.299207,0.004265,0.034846,0.063125,0,0,0,1,0,0,0,0,0,0,0
27897,'2018/10/03 20:15:44:116',30,0.754314,0.352659,0.399712,0.396827,0.258008,0.213665,0.261572,0.247252,0.20248,0.235952,0.294175,0.275177,0.003871,0.042804,0.062716,0,0,0,1,0,0,0,0,0,0,0
27898,'2018/10/03 20:15:44:174',30,0.734655,0.369035,0.42483,0.388323,0.258407,0.252242,0.294544,0.262405,0.229797,0.256519,0.282246,0.273747,0.003874,0.032043,0.062307,0,0,0,1,0,0,0,0,0,0,0
27899,'2018/10/03 20:15:44:220',30,0.713428,0.40221,0.505738,0.482752,0.298036,0.255583,0.327145,0.286705,0.190145,0.221929,0.314224,0.297198,0.003537,0.026676,0.061875,0,0,0,1,0,0,0,0,0,0,0
27900,'2018/10/03 20:15:44:267',30,0.718613,0.368641,0.430349,0.420539,0.289569,0.270116,0.331912,0.306593,0.233515,0.235188,0.278027,0.27052,0.00321,0.038898,0.061301,0,0,0,1,0,0,0,0,0,0,0
27901,'2018/10/03 20:15:44:325',30,0.790878,0.339893,0.348241,0.38064,0.271895,0.217794,0.279014,0.299196,0.247571,0.248474,0.306142,0.306922,0.00339,0.037251,0.061033,0,0,0,1,0,0,0,0,0,0,0
27902,'2018/10/03 20:15:44:371',30,0.773232,0.347217,0.341765,0.358574,0.267361,0.246637,0.320707,0.332764,0.268915,0.247911,0.274307,0.270363,0.003223,0.029203,0.060498,0,0,0,1,0,0,0,0,0,0,0
27903,'2018/10/03 20:15:44:418',30,0.787503,0.361087,0.339749,0.346298,0.256997,0.23401,0.29146,0.294729,0.264316,0.30986,0.3684,0.311893,0.00332,0.037425,0.060028,0,0,0,1,0,0,0,0,0,0,0
27904,'2018/10/03 20:15:44:464',30,0.811776,0.392926,0.367103,0.347367,0.229688,0.211782,0.305104,0.321436,0.247359,0.237702,0.302473,0.316514,0.00261,0.055559,0.059495,0,0,0,1,0,0,0,0,0,0,0
27905,'2018/10/03 20:15:44:522',30,0.808326,0.370893,0.323047,0.353634,0.308436,0.288749,0.32386,0.317859,0.271057,0.274386,0.318427,0.318929,0.002986,0.029729,0.059168,0,0,0,1,0,0,0,0,0,0,0
27906,'2018/10/03 20:15:44:569',30,0.875816,0.470393,0.375385,0.344203,0.277413,0.260232,0.289087,0.283001,0.268262,0.305918,0.333385,0.27733,0.002883,0.0274,0.05864,0,0,0,1,0,0,0,0,0,0,0
